id,text,sentiment
15049,শিক্ষক তোদের কাছ থেকে সব থেকে বেশি পিটুনি খাইছে। সব থেকে তোদের কাছ থেকে বেশি অপমানিত হয়েছে।,0
25598,"মাহমুদুর রাজাকারের দালাল, সালা হারামী,। ধর্মীয় উসকানি দাতা।",0
8502,এই মোবাইল একটা কীদনি নেচে না কিনে ১২০০ মড়েল চালানো ও ভাল।।।।। তবে iPhone লাবারা কিসু মনে করেনা।।,0
26089,ইংরেজি word? এটাকে ভাষা দূষণ বলে। বুঝেছেন?,0
11411,খুব খারাপ লাগছে আজ সুমি আপা আমার শ্রদ্ধা হারালেন।,0
23706,"আমরা যদি কোনো ভাইরে দেশে যাই আর যদি ভাইরে দেশে কিছু খারাব কাজ করি তাহলে পুলিশ এসে কোনো কথা বলার শুজোগ দেই না, আর কি না কি আমার বাংলদেশে এসে এত বড় কথা বলে আর আমরা কিছু করতে পারি না। এটার নাম কি বাংলাদেশ",0
17292,ম্যাথ টিচার এর কথা হল মুখস্ত করলেই এ প্লাস পাবে সুইনা হাসি থামাইতে পারি নাই।,0
22832,হিন্দুদের মহাদেব গুরু কে দিয়ে আমরা হাল চাষ করাই,0
22831,হা হা হা মালুর জাত মুক মাফি বেক্কল এর বাচ্চক,0
15171,GOLAM MAHBUB MORSHED আপনার যদি পাকিস্তানের সাথে সখ্যতা করতে চান । তাহলে সেটা জলপথে করেন । কিন্তু ভারতের মাটি ব্যবহার আমরা করতে দেবোনা । নেপালে যাওয়ার সুযোগ দেওয়া হচ্ছে বলে এটা ভাববেন না যে সব সুযোগ দেওয়া হবে ।,0
25034,ইমরানকে ফাশি দেওয়া উচিৎ,0
25631,মাহমুদুর রহমান তোর আর তোদের বাপ । তোদের বাবারা যে শিক্ষা তোদেরকে দিতে পারেনি মাহমুদুর রহমান তা তোকে এবং তোদেরকে দিচ্ছে । ভাল করে গিলে নে ।,0
28345,"কয়া যা মনে যা কয়, একবার খমতার থিকা নাম, পরে দেখবি হিটলার সেকেন্ড হয়া যাইব",0
11089,"আইনষ্টাইনের বাচ্চা-কাচ্চা এবং তাদের নাতিপুতি সবাই কি আইনষ্টাইন?? আর মুক্তিয়োদ্ধরা কি নিজেদের অধিকার ও বৈষম্য দূর করারা জন্য য়োদ্ধ করেছে নাকি তারা এবং তাদের নাতিপুতিদের কোটা খাওয়ানোর জন্য য়োদ্ধ করেছে? য়দি তারা কোটার জন্য করে, তাহলে তারা কোন মুক্তিয়োদ্ধা না তারা পরিবার য়োদ্ধা।",0
25027,তিনটি কুতা চিলাচিলি করে বেসি। একটু থামান পিলিচ।এখানে টকসো হয়।রামরাম পুজো হয়না।তোর মায়রে চুদা তুই জরমো নিছোচ।মাদার চোদ।রাম চোদ রাম কম কর।তুই মরলে মনদিরে তোরে পোরানো হবে।মোললা দিয়ে জানাজা হবেনা,0
11138,সুমি_ তুইযে একটা পতিতা মেয়ে সেটা ভুলে গ্যছোদ।,0
25562,"আপনারা খমতায় থাকা কালিন কি কোরেছেন তা আপনাদের মনেনাই কি বলেন আপনারা কি, এক হয়ে দেশ চালান দেশ আর আগে নিয়েজান আমরা আর আপনাদের বি তরকো সুন্তে চায়না",0
10881,চৌধুরী সাহেবের ছেলে রাস্তার পোলার চাইতেও খারাপ আচরন মাইনষের ঘরে জালেম জন্ম,0
25157,ইমরান পকিনির পোলা জুতা দিয়ে পিটতে পিটতে মাথার মস্তিক বের করে দিমু পকিনির পুত কোরআন হেফাযতে পোড়া নয় এটা জারজ লীগের কাজ,0
18895,"আশরাফুল বসের সাথে কারো তুলনা হয় না। তামিম সাকিব মাশরাফি মুশফিক রিয়াদের চেয়ে আশরাফুলের ভক্ত অনেক বেশি। সে একজন ন্যাচারাল ট্যালেন্ট। তার প্র্যাকটিস দরকার নাই ভাল স্কোর করার জন্য। অন্যদিকে বাংলাদেশের বর্তমান ভাল পারফরম্যান্সের পেছনে তামিম মাশরাফিদের অনেক খারাপ পারফরম্যান্স লুকিয়ে আছে। কিন্তু বস আশরাফুলের কোন তুলনা নাই তার ফর্ম সবসময় থাকে। আশরাফুল দলে থাকলে বাংলাদেশ এতদিনে অনেক ট্রফি জিততে পারতো। সামান্য একটা ম্যাচ ফিক্সিং এ এত বড় শাস্তি দেয়া উচিত হয়নি। সর্বোচ্চ ১ বছরের সাজা দেয়া যেত। তার উপর অনেক অন্যায় হয়েছে। দেশের জন্য তার অর্জন টা কেউ দেখলো না শুধু খারাপ দিকটাই দেখলো। আশা করি বাংলার শচীন বস আশরাফুল দলে এসে সব রেকর্ড ভেঙে চোখে আঙ্গুল দিয়ে দেখিয়ে দেবেন আসল ক্রিকেটার কাকে বলে। সাকিব মাশরাফি তাকে দেখতে পারে না কারন সে আসলে তাদের ভাত থাকবে না এটা তারা ভাবে। আসলে এটা ভুল। আশরাফুল আসলেও তাদের সম্মান কমবে না বরং দেশের পারফরম্যান্স ভালো হবে দেশের সম্মান বাড়বে। আশরাফুলের মতো সহজ সরল মাটির মানুষকে মাশরাফির ফিক্সিং এর জন্য হেট করা ঠিক না। কারন আশরাফুলের আমলে এক ম্যাচ জিতলে সরকার কোটি কোটি টাকা বাড়ি গাড়ি দিয়ে দিত না, তখন দেশের আর্থিক অবস্থাও খারাপ ছিল, আর আশরাফুল ভাল খেললেও প্রায় সব ম্যাচই বাংলাদেশ হারতো। এর চেয়ে ভাল ফিক্সিং করে কিছু বৈদেশিক মুদ্রা দেশে আনা। তাই এক ফিক্সিং এ এত বড় শাস্তি দেয়া একদম ঠিক হয়নি। ধনি হাজার হাজার ফিক্সিং করেও কোনদিন শাস্তি পায় নাই কারন ধনি খারাপ খেললেও দল জিতে যায়। অন্যদিকে বাংলাদেশে আশরাফুল ছাড়া কোন ভাল প্লেয়ার না থাকায় দেশ হারত এটা তো তার দোষ না।",0
18627,আমাদের দেশের ছেলে আবাল গুলোএদের কাছ থেকে অনেক কিছু শেখার আছে আবাল গুলো কোথায় আজ,0
18061,সাকিব ওই দিন শিশির ভাবিকে নিয়া।।।।আগেই মাথা ত্যাগ করছে।।।।আর বলছে আমার কোন কিছু লাগবে না।,0
17312,অামাদের মাবাবা কনে এগুলো বোঝেনা,0
20556,অ আকার ব আকার ল,0
24915,ইমরান তুই একটা আম্লীগ এর দালাল তরে আগে ফাঁসি দিয়া উচিত,0
26073,"আপনি সঠিক ভাই,,,,জাফর একটা মুনাফিক",0
23899,"zakaria no ""বিদেশী হোক কিংবা দেশী, এলকোহল পান করার অধিকার আছে সবারই! কিন্তু, তা নিজস্ব দ্বায়িত্বে! ""আর ব্যবসা করার জন্য অনুমোদন লাগে তা নিশ্চয়ই ভুলে গেলে চলবেনা!"" 'দুঃখজনক যে বিদেশী অনুমোদনহীন বার*/রেষ্টুরেন্টে এলকোহল সার্ভিস দেয়া হচ্ছে এ ব্যাপারে প্রসাশন কি ভূমিকা পালন করছে!?? 'আবার মিডিয়ার উপর চড়াঁও হচ্ছেন কেউ কেউ! ""এতো সাহস এদের আসে কোথথেকে!!??"" ""এই বিদেশীরাই তাদের দেশের নিয়ম ভংগো করতে দেবেনা,যেখানে তারা আমাদের দেশে করার সাহস পাচ্ছে!!",0
16940,অচাম লুল,0
4481,গাজা খাইলে মাথায় এই রকম চিন্তা আসে।সবতো টিকটাক ছিল।কি দরকার ছিল গাড়ি accident,0
25142,মাশাল্লাশ তিন নাস্তিক কুলাঙ্গার দের একাই বাশ দিলেন।,0
14343,আওয়ামীলীগ চোর বাটপারের দল।,0
28195,সব ফাইজলামি ভাই,0
14129,"XXX NEW BANGLA202 1 তোর এতো কিরা কেন তুই আমাবে বলস যে,,, বল।।",0
5115,এটা কি হইল শেষে???আমার কান্না আসতেছে,0
8809,"এই লোক না কি বাংলাদেশ ব্যাংক এর Assistant Director , দেশের সর্বোচ্চ আর্থিক প্রতিষ্ঠানের কর্মকর্তা যদি এমন হয়, তাহলে সেই প্রতিষ্ঠানের থেকে আর কি আশা করা যায় ?????",0
2889,কি ছিলো এইডা,0
24941,ইমরান h সরকার একটা সোয়ারের বাচ্চা,0
25823,Sami Hasan একটা কুকুরের কথা কি ভাবে বুঝবে মানুষ,0
21805,সালমান কি নিজেকে বড় রকমের চোদনা ভাবে???,0
25552,মাহামুইদা লুছা জুতা চোর। তুই খাটি মাগির পোলা। তোরে পিডাইতে হবে জুতা দিয়া।,0
11126,সমি কায়ছার এর চার নাম্বার দুধ খাইয়া আরাফাত নাছতিক হইছে।,0
25855,তোর ছুলকানি হইছে,0
25047,আরে ভাই ইমরানের গায়ে রাজাকারের রক্ত,0
22243,এত সুন্দর দারি নিয়ে কনে দুল ঠিক হয়নি,0
25205,"মুক্তি যুদ্ধ করেছে বলে বার বার বলতাছো তোমার বাবা কত কিছু করেছে ? তোমার বাবাকে যে যুদ্ধ করার জন্য সাহায্য করছে তার জন্য তুমি কি করবে ? বল ,,, তার পর বলব তোমার বাবাকে কে সাহায্য করছে ? তোমার বাবা একা যুদ্ধ করতে পারেনাই ??",0
28308,বালের চেতনার কারনেই এই অবস্থা :P,0
5434,নাটকের লাস্টে এই জিনিসটা না করলেও পারতো,0
26701,CMV ফাউল,0
19828,"নাগিনের বিষাক্ত দংশনের যন্ত্রণা কেমন দেখেছ , হে ! হুজুগে মাতাল জাতি ?",0
28226,এই অবৈধ সরকারের সব কাজেই ধান্দাবাজি,0
8885,"group টাকা নেবে? কেন? জ্বী না, world এ এইটা কোথাও নেই। facebook টাকা ad বিনিময়ে ad দেয়, সেটা ঠিক আছে, কারণ facebook আমাকে বিনামূল্যে ছবি রাখা সহ, অনেক সুবিধা দিচ্ছে। কিন্ত এইসব group গুলো ত আমাদের আস্থায় চলে, আমরা follow করি বিশ্বাস করে। কিন্ত তারা যদি টাকা নিয়েই post দেবে, তাইলে ক্রেতার স্বার্থ সংরক্ষিত হবে কি করে?",0
15047,ইট মারলে পাটকেল খেতে হয়।,0
14483,পাগল সাহেব আজকে বাংলার ছেলেরা কি লেখা পড়া করে আমরা জানি না। সব পগলের আস্তানা বাংলার সংসদে।,0
27849,"ভাই, সব শেষ।",0
23723,সৃষ্টিকর্তার আজাব এখনও পড়ে না কেন এই দেশে!!!!,0
23367,এগুলো হচ্ছে সব লোক দেখানো কাজ,0
4344,বাংলাদেশি পরিচালকেরা বেশি রকম ক্রিয়েটিভিটি চোদাইতে গিয়া নাটকের শেষে একটা এক্সিডেন্ট রাখা শুরু করছে। একদম মুখস্ত। বাল।,0
25033,তুই ত কোরআন জানোস না তোরে হত্যা করা ফরজ বিয়াদব,0
27904,মানুস না খেয়ে মরে সে দেসে আবার স্যাটালাইট,0
11411,খুব খারাপ লাগছে আজ সুমি আপা আমার শ্রদ্ধা হারালেন।,0
22644,অন্ধের বাচ্চা অন্ধ । কিসের মধ্যে কি পানতা ভাতে ঘি।,0
10984,"নওফেল সাহেবের কাছে আমার একটা প্রশ্ন, ঢাকা বিশ্ববিদ্যালয়ের উপচার্যের বাসভবনে কে হামলা করেছিলো তা সনাক্ত করতে পারেনি তাহলে সাধারণ ছাত্রছত্রিদের উপর পলিশ হামলা করলো কেন ?",0
28108,বেকার নিওজ খায়া কাম নাই তর,0
22992,এদেশের শিক্ষানীতি বাকওয়াজ,0
26278,এই শয়তান কাফররে কুপিয়ে মারলে খুসি হতাম,0
11053,"বাংলাদেশে নারিপুরুষ সমান অধিকার আবার সেই দেশে নারির আলাদা কোঠাকে১০/ কেন তাহলে সমান অধিকার কিবাবেহোলো ,আমার মতে বাংলাদেশ পুরুষ হয়নিজাতিত, নারিহয় আন্দিত আর এটার কিচুদালাল হোলো পুরুষ রুপিহিজলা",0
11074,সুমী হালী কয় কি কয় টাকা খাই ছে,0
21503,আর কত লাগাবি রে ভাই?অনেক তো লাগাইছত!!!,0
19447,বাংলাদেশের সমস্ত পিলিয়ার অভদ্র তার জন্যই ফাইনাল খেলাই Srilanka র দর্শক ভারতের সাপোর্ট করেছে।,0
10960,দিনের বেলায় কেন আমি টিয়ারশেলের গন্ধে হলে থাকতে পারিনি। নওফেল চোখে দেখেন না। বিকাল মেলায় আজিজ সুপার এর দোকানকাররা দোকান বন্ধ কেন করলো,0
5162,Safa kabir apurovo কাহিনী টা এরকম না করলেই ভালো হতো।,0
15153,তারা এত মিত্যা কিভাবে বলে!!!!,0
24666,Yasin Ali পাকির জারজ ।,0
19900,রহিত সরমা এবং দেওয়া যখন আউট হওয়ার পর মেহেদি মিরাজকে বলদেয়া উচিত ছিল সাকিব হটাও,0
23296,দাড়ি কমা ঠিক করে কথা বলো।,0
28296,ছিঃ ছিঃ বাংলাদেশ!!,0
25418,ইমরান অার কুকুরের মধ্যে কোন পার্থক্য অাছে কিনা সেটা অামার সন্দেহ হচ্ছে,0
14934,"ছাত্রলীগের এসব নেতার কথা শুনলে বোঝা যায় এরা কোন লেভেলের ? এত নীচু মানের অমার্জিত ছাত্র নামধারী অছাত্র, যারা শুদ্ধ ভাষায় কথাটা পর্যন্ত বলতে পারেনা। এরা হল পুরো দেশের সভাপতি, সম্পাদক। আসলে সরকার বা দল এরা চাকর বাকর দেরকেই পদ পদবী দেয় যাতে যা ইচ্ছা এদের দিয়ে করা যায়।",0
11499,Md Anam তোর মারও আছে আমার সাথে,0
28210,দেশে এখন চোর লীগ,0
24997,৪ নাস্তিক এক সাথে,0
25914,Rakib Hassan আরে মাদারচোদ জোংগী কাকে বলে তা কি তুই যানিশ সালা ফাজিল জফর কুত্তার বাচ্চার পা চাটা গোলাম শালা।,0
20254,এরা ভালো খেলে কিন্ত এদের প্রতি বিশ্বাস ওয়ান টাইম এরা অল্পতেই মেতে উঠে ওদের বড় ভুল ওরা অন‍্য দলের সিনিয়ার দের মূল্যায়ন করে না সেটা না করতে জানে না,0
25013,সোশের বচচা আর বচচা সোশর একই কথা,0
28419,কুওার বাচ্চা তুই মতিয়া,0
25441,দুইটা আসলেই খানকি ইমরান এইচ সরকার হচ্চে কুকুরের বাচ্চা,0
11330,"শমী কায়সার আমার বাল,বোকাচোদা,,, আনছে কে ওরে,,লুইচ্চা শালী",0
14431,একজন শিক্ষামন্ত্রী কথার মধ্যে গুরুচণ্ডালী।,0
25138,পৃথিবীতে সর্ব প্রথম নাপাকি ছেলে এবং মেয়ে একত্রে রাত্রে থাকতে দেয় নমরুদ হযরত ইব্রাহিম আঃ আগুনে পালানের সময় আর বাংলাদেশে ৯৬/; মুসলমানের দেশে এই নাস্তিক সরকার,0
24940,"ইমরান একটা জারজ , আর পাশে জারা আছে তারা নাস্তিক ।",0
14799,এই বুড়ো বয়সেও ফিলিংছে আছি । উলটা পালটা কি প্রশ্ন করেন ?,0
19717,Piku Maity তুয় টয়লেট ছাপকর গড়ে টয়েলেট বসা এটায় তোর জন্য ভালো হবে,0
25401,"দুই খানকি, এক খানকির পুত। আসলে বাংলাদেশেপ্রতি দিন হাজার হাজার এই পতিতালয়ের খানকিরা জারজ সন্তান জন্ম দিচ্ছে। ইমরান হলো তাদের ফল।একদিন ওরা ধংস হবেই ইনশাআল্লাহ।",0
11116,ছাত্রলীগ নেতা মুখস্ত কথা বলে হা,0
11165,এই মাইয়াটারে এতো গুরুত্ব দেওয়ার কি আছে? কচুর যুক্তি দিচ্ছে আমার।,0
19377,খেলা কারে কয় জাতীয় দলের প্লেয়ারদের দেখা উছিত।,0
24658,Mohammed Ismail Hassan তুই মাদারী একটা পাগল,0
23633,"হায়রে বাংলাদেশ, কোথায় যাবো আমরা।",0
11536,রাজাকারের বাচ্চা,0
26735,এটা কোন ধরনের গান?আসলে গান না অন্য কিছু?রুচিতে বাধে।।।ছিহ,0
25910,কুত্তার বাচ্চা জাফর ইকবাল,0
10949,আওয়ামীলীগ মানে বেয়াদব,0
20719,Salman VS Justin Bieber ফলো করে জুতা মুজা থেকে সব জেসিয়ারে খাইয়া দিছে অনেকবার,0
23198,এই বালছাল করে কোন লাভ নেই যতদিন জনগণ সচেতন হবেনা।,0
23445,ওবাইদুল কাদের শুধু ওনার এলাকার ও আশেপাশেরর এলাকার কাজ করে জাচ্ছেন বাহিরের এলাকা ও গ্রামের কথা ওনার মাথায় নাই,0
24808,হিন্দুদের দালাল,0
25551,মাহামুদা খানকি মাগির পোলা,0
24808,হিন্দুদের দালাল,0
5534,কি দরকার ছিলো লাষ্টে কাদানোর,0
3801,আগের মতো ভালো হয়না ভিডিও আগে বাংলা টকিস এর ভিডির জন্ন্য আগে অপেক্ষা কখন নতুন ভিডিও আসবে করতাম আর দেখে মজা ও পেতাম ভাই ভিডিও গুলো একটু ভালো করেন,0
18155,বুঝলাম না ভাই,0
24832,"আরে হারামজাদা নাস্তিক রা,, বিভিন্ন বানোয়াট কথার মাধ্যমে আল্লাহর একজন আলেমকে অপমান করা ছুটায় যাবে তোদের। এমন তো না যে সারা জীবন বাঁচি থাকবি তোরা। একদিন না একদিন তো মরবিই নাস্তিক তোরা। যেদিন-যখন মরবি ঠিক তখন থেকেই হারে হারে উপলব্ধি করতে পারবি তোরা যে জাহান্নামের শাস্তি কতটা কঠোর ও",0
23890,এই সব চ্যানেলের বাইনচোদ রা এসব হোটেলের মালিকদের কাছে টাকা চায় আর টাকা না দিলে এসব বাল ছাল ইনায়ে বিনায়ে নিউজ বানায়। যে হালায় বানায় সে নিজে ও মদ খায় এবং সে রাতে টাকার অভাবে মাগি না চুদে নিজে মা কে চুদে। সব কিছু নিয়েই মাদার চুদ দের মাথা ব্যাথা। দেশে কত বড় বড় ক্রাইম হয় জানস বাইনচোদরা। সেগুলা তুলে ধর। তরা বাইরে গিয়া মাগি চুদার যোগ্যতা রাখস না বলে হাতের কাছের নিজের বোনরে চুদস। কত টাকা চাইসিলি রেস্টুরেন্টের মালিকদের কাছ তদের মত চুদনা দের ত ওরা চুদে না পুটি মাছের,0
11231,মাথামোটা সব গাজাখুরী যুক্তি,0
26424,ইলিয়াস) হায়রে গণতন্ত্র,0
24332,"""ম"" তে ""মতিয়া"" -তুই রাজাকার,,, তুই রাজাকার।।।।।",0
25499,md bilal তোমায় মায়রে কি ধর্ষন করছে নাকি,0
23239,সালা চোর,0
24774,টকশো করা লাগবেনা জনগণ এই জানে কোনটি সত্য আর কোনটি মিত্থা। ৩ তা নাস্তিক মিলে যদি আকজন আলেমের সাথে জগডা শুরু করে তাইলে আই আলেম ভাই কই যাবে সত্যি বলতে দেখুন ভিডিও র কমেন্ট এ কই জন এই আলেমের পক্ষে ।।,0
15072,"কুকুরের বাচ্ছারা যখন আরেফিন সিদ্দিকীর পদত্যাগের দাবিতে তার গাড়ী ভাংচুর করেছিলে সে সময় কোথায় ছিল তোমাদের চেতনা।যখন জাফর ইকবালের স্ত্রীর শাড়ী ধরে টানাটানি করছিলে তখন কোথায় ছিলো অভিবাকত্ব।বিশ্ব বিদ্যালয়ে কি হয়েছে তা সবাই দেখেছে।শুধু সময়ের পরিবর্তনের অপেক্ষায়, করুন পরিনতির জন্য প্রস্তুত থাকো।",0
26359,বাঁশ দিলে হবেনা গাঁছ দিতে হবে।,0
11201,সুমি কায়সার আপনি বাংলাদেশের জন্য কতটুক ভূমিকা রাখেন। এসি রুমে থেকে উল্টা পাল্টা কথা,0
26565,"বালের কন্ঠ, বালের গান",0
16981,শালার আতেল কারো একবারো চোখ যায় নাই অনার শুধু গেছে।।,0
26048,জাফর মাদার চোদ,0
21161,অশ্লীল,0
26342,"মতিয়া কে মন্ত্রী কে বানিয়েছে উফ জত্তসব পাগল ছাগল মন্ত্রী হয়েছে,মনে হচ্ছে কোনো এক সময় কাজের বুয়া ছিলো",0
24912,এই কুত্তার বাচ্চা যদি মুসলমান হত।তাহলে এই নাস্তিকদের সাথে তাল দিতো না।কুত্তার বাচ্চা ইমরান।শাবাস মাওলানা সাহেব,0
26445,Risbi Ahmed ভাই এসব কথাজাদের ইমান আছে তাদের তারা বলতেপারেমেনবল রেখে,0
